customer_id,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,country,state,city,zip_code,latitude,longitude,population,quarter,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,churn_label,churn_score,cltv,churn_category,churn_reason,churn_flag,active_flag,tenure_group,age_group,monthly_charge_band,customer_value_segment,service_count,protection_support_service_count,referral_group,contract_risk_group,descriptive_risk_points,descriptive_risk_segment,avg_revenue_per_tenure_month,customer_engagement_profile,predicted_churn_probability,high_risk_at_selected_threshold,flag_high_value_high_risk,flag_early_fiber,flag_early_month_to_month,flag_senior_high_charge,flag_fiber_month_to_month,flag_month_to_month_no_support,flag_san_diego,primary_intervention,intervention_priority,recommended_action,base_offer_cost
4396-KLSEH,Male,26,Yes,No,No,No,0,United States,California,Bakersfield,93311,35.16207,-119.194488,20440,Q3,No,0,4,Offer E,Yes,6.88,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.85,63.0,0.0,0,27.52,90.52,5,Stayed,No,71,5918,Not Applicable,Not Applicable,0,1,1–6 months,19–29,Under $35,Premium Value,1,0,No Referrals,Higher Contract Risk,3,High,22.63,Basic Relationship,0.352532394475265,True,True,False,True,False,False,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
2824-MYYBN,Female,43,No,No,Yes,Yes,2,United States,California,Bakersfield,93313,35.140938,-119.051348,25126,Q3,No,0,37,No Offer,Yes,1.6,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,3314.15,0.0,0,59.2,3373.35,4,Stayed,No,29,2969,Not Applicable,Not Applicable,0,1,25–48 months,30–44,$90+,Emerging Value,6,0,No Referrals,Higher Contract Risk,4,Very High,91.17,Multi-Service,0.7634971719967869,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
6345-HOVES,Male,59,No,No,No,No,0,United States,California,Los Osos,93402,35.279984,-120.824288,14859,Q3,No,0,34,No Offer,No,0.0,No,Yes,Cable,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.05,852.7,0.0,0,0.0,852.7,4,Stayed,No,29,3800,Not Applicable,Not Applicable,0,1,25–48 months,45–59,Under $35,Core Value,2,0,No Referrals,Higher Contract Risk,2,Elevated,25.08,Basic Relationship,0.3998294233636576,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
4983-CCWMC,Male,43,No,No,No,No,0,United States,California,Creston,93432,35.480896,-120.469476,1203,Q3,No,0,3,No Offer,Yes,28.97,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,69.6,207.4,0.0,20,86.91,314.31,4,Joined,No,39,5487,Not Applicable,Not Applicable,0,1,1–6 months,30–44,$35–$69.99,Premium Value,2,0,No Referrals,Higher Contract Risk,4,Very High,104.77,Basic Relationship,0.553431663456871,True,True,True,True,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
5399-ZIMKF,Male,58,No,No,No,No,0,United States,California,San Simeon,93452,35.746484,-121.223355,471,Q3,No,0,5,No Offer,Yes,32.81,No,Yes,Fiber Optic,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,383.65,0.0,0,164.05,547.7,3,Stayed,No,34,3319,Not Applicable,Not Applicable,0,1,1–6 months,45–59,$70–$89.99,Emerging Value,4,1,No Referrals,Higher Contract Risk,4,Very High,109.54,Basic Relationship,0.6410227027874333,True,False,True,True,False,True,True,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
6719-OXYBR,Male,41,No,No,No,No,0,United States,California,California City,93505,35.151491,-117.927597,8316,Q3,No,0,15,No Offer,Yes,27.3,No,Yes,Fiber Optic,18,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.3,1219.85,0.0,0,409.5,1629.35,3,Stayed,No,51,5559,Not Applicable,Not Applicable,0,1,13–24 months,30–44,$70–$89.99,Premium Value,5,1,No Referrals,Higher Contract Risk,3,High,108.62,Multi-Service,0.633662333735463,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
4537-DKTAL,Female,26,Yes,No,No,No,0,United States,California,Darwin,93522,36.319181,-117.593053,64,Q3,No,0,2,Offer E,Yes,41.9,No,Yes,DSL,71,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.55,84.4,0.0,10,83.8,178.2,5,Joined,No,70,4372,Not Applicable,Not Applicable,0,1,1–6 months,19–29,$35–$69.99,Core Value,2,0,No Referrals,Higher Contract Risk,3,High,89.1,Basic Relationship,0.4285865836971689,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
8903-XEBGX,Male,22,Yes,No,No,Yes,1,United States,California,Lancaster,93534,34.727529,-118.153098,35109,Q3,No,0,2,Offer E,Yes,43.93,No,Yes,DSL,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,108.65,0.0,0,87.86,196.51,3,Joined,No,67,4594,Not Applicable,Not Applicable,0,1,1–6 months,19–29,$35–$69.99,High Value,5,0,No Referrals,Higher Contract Risk,3,High,98.26,Multi-Service,0.4695348639752743,True,True,False,True,False,False,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
4686-UXDML,Female,24,Yes,No,No,No,0,United States,California,Cutler,93615,36.497895,-119.285484,5519,Q3,No,0,21,No Offer,Yes,24.86,Yes,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.85,1992.55,0.0,0,522.06,2514.61,3,Stayed,No,74,2113,Not Applicable,Not Applicable,0,1,13–24 months,19–29,$90+,Emerging Value,7,1,No Referrals,Higher Contract Risk,4,Very High,119.74,Multi-Service,0.6399619568539198,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
9633-XQABV,Female,33,No,No,No,No,0,United States,California,Los Banos,93635,36.995162,-120.955099,29124,Q3,No,0,3,Offer E,Yes,25.4,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.25,229.7,0.0,0,76.2,305.9,4,Joined,No,46,2156,Not Applicable,Not Applicable,0,1,1–6 months,30–44,$70–$89.99,Emerging Value,3,0,No Referrals,Higher Contract Risk,4,Very High,101.97,Basic Relationship,0.7545580307987598,True,False,True,True,False,True,True,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
9761-XUJWD,Male,22,Yes,No,No,No,0,United States,California,Fresno,93650,36.841655,-119.797113,3258,Q3,No,0,5,No Offer,Yes,8.6,No,Yes,DSL,59,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,65.6,339.9,0.0,0,43.0,382.9,4,Stayed,No,65,5636,Not Applicable,Not Applicable,0,1,1–6 months,19–29,$35–$69.99,Premium Value,7,2,No Referrals,Higher Contract Risk,2,Elevated,76.58,Protection Engaged,0.4095040770881445,True,False,False,True,False,False,False,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
1818-ESQMW,Female,31,No,No,No,No,0,United States,California,San Joaquin,93660,36.600193,-120.153393,4318,Q3,No,0,27,Offer C,Yes,39.62,No,Yes,Fiber Optic,2,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,2383.6,0.0,0,1069.74,3453.34,3,Stayed,No,54,4384,Not Applicable,Not Applicable,0,1,25–48 months,30–44,$70–$89.99,Core Value,7,2,No Referrals,Higher Contract Risk,2,Elevated,127.9,Protection Engaged,0.4619782608225926,True,False,False,False,False,True,False,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
7401-RUBNK,Female,25,Yes,No,Yes,No,0,United States,California,South Dos Palos,93665,36.959731,-120.653519,343,Q3,Yes,1,18,Offer D,Yes,43.29,No,Yes,Fiber Optic,41,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.8,1438.05,0.0,0,779.22,2217.27,3,Stayed,No,39,4809,Not Applicable,Not Applicable,0,1,13–24 months,19–29,$70–$89.99,High Value,4,1,1–2 Referrals,Higher Contract Risk,3,High,123.18,Advocate,0.534692788608293,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
4815-GBTCD,Female,55,No,No,Yes,No,0,United States,California,Wishon,93669,37.287758,-119.548156,327,Q3,Yes,1,4,No Offer,No,0.0,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,99.95,0.0,0,0.0,99.95,4,Stayed,No,31,3891,Not Applicable,Not Applicable,0,1,1–6 months,45–59,Under $35,Core Value,2,0,1–2 Referrals,Higher Contract Risk,3,High,24.99,Advocate,0.7849998991347307,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
0980-PVMRC,Female,27,Yes,No,Yes,Yes,3,United States,California,Squaw Valley,93675,36.719141,-119.202677,3146,Q3,No,0,40,No Offer,No,0.0,No,Yes,DSL,52,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.85,2036.55,0.0,0,0.0,2036.55,3,Stayed,No,35,2819,Not Applicable,Not Applicable,0,1,25–48 months,19–29,$35–$69.99,Emerging Value,6,1,No Referrals,Higher Contract Risk,2,Elevated,50.91,Multi-Service,0.3800882425414599,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
7233-DRTRF,Male,47,No,No,Yes,No,0,United States,California,Fresno,93701,36.749403,-119.787574,13858,Q3,Yes,1,63,No Offer,Yes,17.75,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.4,6444.05,0.0,0,1118.25,7562.3,4,Stayed,No,43,5096,Not Applicable,Not Applicable,0,1,49–72 months,45–59,$90+,High Value,8,2,1–2 Referrals,Higher Contract Risk,4,Very High,120.04,Advocate,0.7129483250878289,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
7048-GXDAY,Male,55,No,No,No,No,0,United States,California,Fresno,93705,36.78724,-119.827813,35451,Q3,No,0,39,Offer C,Yes,17.17,Yes,Yes,Fiber Optic,30,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4,4040.65,0.0,0,669.63,4710.28,4,Stayed,No,66,4111,Not Applicable,Not Applicable,0,1,25–48 months,45–59,$90+,Core Value,8,2,No Referrals,Higher Contract Risk,4,Very High,120.78,Protection Engaged,0.5207384439720252,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
1169-WCVAK,Male,42,No,No,Yes,No,0,United States,California,Fresno,93710,36.822715,-119.761826,29337,Q3,Yes,1,19,Offer D,Yes,34.05,Yes,Yes,Fiber Optic,20,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,88.8,1672.35,0.0,0,646.95,2319.3,3,Stayed,No,63,4600,Not Applicable,Not Applicable,0,1,13–24 months,30–44,$70–$89.99,High Value,6,3,1–2 Referrals,Higher Contract Risk,2,Elevated,122.07,Advocate,0.4652537494692979,True,False,False,False,False,True,False,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
7129-CAKJW,Female,62,No,No,No,No,0,United States,California,Fresno,93721,36.732694,-119.783786,6848,Q3,No,0,17,Offer D,Yes,44.96,Yes,Yes,Fiber Optic,29,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.05,1345.65,0.0,0,764.32,2109.97,5,Stayed,No,27,3443,Not Applicable,Not Applicable,0,1,13–24 months,60–69,$70–$89.99,Emerging Value,4,1,No Referrals,Higher Contract Risk,3,High,124.12,Basic Relationship,0.4714811216237621,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
8132-YPVBX,Female,28,Yes,No,No,No,0,United States,California,Salinas,93907,36.77462,-121.664714,22292,Q3,No,0,6,No Offer,Yes,40.64,No,Yes,Fiber Optic,51,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.95,514.6,0.0,0,243.84,758.44,5,Stayed,No,80,3291,Not Applicable,Not Applicable,0,1,1–6 months,19–29,$70–$89.99,Emerging Value,6,1,No Referrals,Higher Contract Risk,4,Very High,126.41,Multi-Service,0.5982116595307969,True,False,True,True,False,True,True,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
0374-IOEGQ,Female,62,No,No,No,No,0,United States,California,Gonzales,93926,36.52588,-121.396719,9023,Q3,No,0,3,No Offer,Yes,15.59,No,Yes,Cable,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.6,122.7,0.0,0,46.77,169.47,4,Joined,No,74,3122,Not Applicable,Not Applicable,0,1,1–6 months,60–69,$35–$69.99,Emerging Value,3,0,No Referrals,Higher Contract Risk,3,High,56.49,Basic Relationship,0.4378790241000319,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
5055-MGMGF,Female,35,No,No,Yes,No,0,United States,California,Half Moon Bay,94019,37.45567,-122.407992,17929,Q3,Yes,3,65,Offer B,Yes,40.71,Yes,Yes,Fiber Optic,23,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.05,6914.95,0.0,60,2646.15,9621.1,3,Stayed,No,53,5313,Not Applicable,Not Applicable,0,1,49–72 months,30–44,$90+,High Value,7,2,3–5 Referrals,Higher Contract Risk,4,Very High,148.02,Advocate,0.4058816186611262,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
2969-QWUBZ,Female,53,No,No,No,No,0,United States,California,Los Altos,94022,37.349546,-122.134356,18486,Q3,No,0,2,No Offer,No,0.0,No,Yes,Cable,21,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,51.4,96.8,0.0,0,0.0,96.8,5,Joined,No,58,2580,Not Applicable,Not Applicable,0,1,1–6 months,45–59,$35–$69.99,Emerging Value,6,1,No Referrals,Higher Contract Risk,3,High,48.4,Multi-Service,0.6930083174648756,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
2971-SGAFL,Female,34,No,No,No,No,0,United States,California,Millbrae,94030,37.601248,-122.403099,20350,Q3,No,0,13,Offer D,Yes,38.4,Yes,Yes,DSL,23,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,78.75,995.35,0.0,50,499.2,1544.55,4,Stayed,No,79,5631,Not Applicable,Not Applicable,0,1,13–24 months,30–44,$70–$89.99,Premium Value,7,2,No Referrals,Higher Contract Risk,2,Elevated,118.81,Protection Engaged,0.4368699141896431,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
3370-HXOPH,Female,50,No,No,No,No,0,United States,California,Mountain View,94041,37.388349,-122.075299,13483,Q3,No,0,3,No Offer,Yes,14.35,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.1,257.6,0.0,0,43.05,300.65,4,Joined,No,25,2650,Not Applicable,Not Applicable,0,1,1–6 months,45–59,$70–$89.99,Emerging Value,3,0,No Referrals,Higher Contract Risk,4,Very High,100.22,Basic Relationship,0.6948102679540472,True,False,True,True,False,True,True,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
9584-EXCDZ,Female,53,No,No,No,No,0,United States,California,San Francisco,94103,37.773147,-122.411287,23036,Q3,No,0,17,Offer D,Yes,41.78,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.5,1165.6,0.0,0,710.26,1875.86,3,Stayed,No,53,3650,Not Applicable,Not Applicable,0,1,13–24 months,45–59,$70–$89.99,Core Value,3,0,No Referrals,Higher Contract Risk,3,High,110.34,Basic Relationship,0.3931758791047829,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
9214-EKVXR,Female,51,No,No,No,No,0,United States,California,San Francisco,94110,37.750021,-122.415201,74641,Q3,No,0,1,No Offer,Yes,26.15,No,Yes,DSL,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.0,44.0,0.0,0,26.15,70.15,4,Joined,No,75,4138,Not Applicable,Not Applicable,0,1,1–6 months,45–59,$35–$69.99,Core Value,3,0,No Referrals,Higher Contract Risk,3,High,70.15,Basic Relationship,0.3726293015343532,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
2122-YWVYA,Female,44,No,No,No,No,0,United States,California,San Francisco,94116,37.74441,-122.486764,42959,Q3,No,0,18,Offer D,Yes,15.01,No,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,1380.4,0.0,0,270.18,1650.58,4,Stayed,No,53,4792,Not Applicable,Not Applicable,0,1,13–24 months,30–44,$70–$89.99,High Value,4,1,No Referrals,Higher Contract Risk,3,High,91.7,Basic Relationship,0.3817586047300683,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
2709-UQGNP,Male,38,No,No,No,No,0,United States,California,San Mateo,94401,37.590421,-122.306467,32488,Q3,No,0,10,No Offer,Yes,49.04,No,Yes,Cable,23,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.65,524.5,0.0,0,490.4,1014.9,4,Stayed,No,45,4292,Not Applicable,Not Applicable,0,1,7–12 months,30–44,$35–$69.99,Core Value,4,1,No Referrals,Higher Contract Risk,3,High,101.49,Basic Relationship,0.3300356074664554,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
1628-BIZYP,Male,60,No,No,No,No,0,United States,California,Brentwood,94513,37.908242,-121.682472,26577,Q3,No,0,1,No Offer,Yes,15.2,No,Yes,Fiber Optic,2,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,85.0,0.0,0,15.2,100.2,4,Joined,No,46,5754,Not Applicable,Not Applicable,0,1,1–6 months,60–69,$70–$89.99,Premium Value,6,1,No Referrals,Higher Contract Risk,4,Very High,100.2,Multi-Service,0.7428797375347179,True,True,True,True,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
0082-LDZUE,Male,54,No,No,No,No,0,United States,California,Calistoga,94515,38.629618,-122.593216,7384,Q3,No,0,1,Offer E,Yes,42.95,No,Yes,DSL,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.3,44.3,0.0,0,42.95,87.25,5,Joined,No,57,4427,Not Applicable,Not Applicable,0,1,1–6 months,45–59,$35–$69.99,Core Value,3,0,No Referrals,Higher Contract Risk,3,High,87.25,Basic Relationship,0.4693968013937633,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
0856-NAOES,Male,29,Yes,No,No,No,0,United States,California,Concord,94519,37.990118,-122.012188,18650,Q3,No,0,6,Offer E,Yes,45.67,No,Yes,DSL,71,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,60.9,414.1,0.0,0,274.02,688.12,5,Stayed,No,80,2191,Not Applicable,Not Applicable,0,1,1–6 months,19–29,$35–$69.99,Emerging Value,5,1,No Referrals,Higher Contract Risk,3,High,114.69,Multi-Service,0.4367064878556188,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
1976-AZZPJ,Male,47,No,No,Yes,No,0,United States,California,Concord,94520,38.013825,-122.039144,36186,Q3,Yes,3,7,Offer E,No,0.0,No,Yes,DSL,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,34.2,256.6,0.0,0,0.0,256.6,4,Stayed,No,32,5100,Not Applicable,Not Applicable,0,1,7–12 months,45–59,Under $35,High Value,4,2,3–5 Referrals,Higher Contract Risk,3,High,36.66,Advocate,0.332149506018121,True,True,False,False,False,False,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
8035-PWSEV,Female,60,No,No,No,No,0,United States,California,Hayward,94542,37.656695,-122.048361,11147,Q3,No,0,6,Offer E,Yes,35.88,No,Yes,Fiber Optic,10,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,487.05,0.0,0,215.28,702.33,3,Stayed,No,76,4430,Not Applicable,Not Applicable,0,1,1–6 months,60–69,$70–$89.99,Core Value,7,2,No Referrals,Higher Contract Risk,3,High,117.06,Protection Engaged,0.730135730454427,True,False,True,True,False,True,False,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
1356-MKYSK,Male,44,No,No,No,No,0,United States,California,Castro Valley,94546,37.708327,-122.083473,41698,Q3,No,0,6,Offer E,Yes,46.59,No,Yes,DSL,7,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,78.65,483.3,0.0,10,279.54,772.84,3,Stayed,No,68,2724,Not Applicable,Not Applicable,0,1,1–6 months,30–44,$70–$89.99,Emerging Value,8,3,No Referrals,Higher Contract Risk,2,Elevated,128.81,Protection Engaged,0.3332646296060587,True,False,False,True,False,False,False,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
5816-QVHRX,Female,26,Yes,No,No,No,0,United States,California,San Leandro,94579,37.687264,-122.15728,19815,Q3,No,0,37,No Offer,Yes,45.06,Yes,Yes,Fiber Optic,82,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,100.3,3541.4,0.0,0,1667.22,5208.62,5,Stayed,No,44,4040,Not Applicable,Not Applicable,0,1,25–48 months,19–29,$90+,Core Value,7,1,No Referrals,Higher Contract Risk,3,High,140.77,Multi-Service,0.3707607118641862,True,False,False,False,False,True,False,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
